ID	PSSM-Id	CD_short_name	CD_description	COG_IdentityPercent	COG.Evalue	COG.Bitscore	COG	COG_category	COG_category_u	COG_color	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host	Host_Homologue_Result	Description	Strain	Genus	Gram_Stain	SubcellularLocalization	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult	Host_Homologue_Result_All	Bacteria	Type_of_Protein2
WP_207780491	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	49057.73	5.665	0.65	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	restriction_endonuclease_subunit_M_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.556844	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_207780496	227614	Hia	Autotransporter_adhesin__[Intracellular_trafficking,_secretion,_and_vesicular_transport,_Extracellular_structures].	48	5.79e-15	78.8	COG5295	UW	U	ACFCAC	Intracellular_trafficking,_secretion,_and_vesicular_transport	GLOB	0	0	1	0	0	0	DEG10350235	41.176	9.69e-07	54.7	Essential	377358.04	4.4777	0.215	< 8	> 100 kDa	VFG042307(gb|WP_002222588)	40.373	3.8e-24	110	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	YadA-like_family_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.9685	Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_207780505	-	-	-	-	-	-	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	114729.68	9.497	0.126	> 8	> 100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	chondroitinase_family_polysaccharide_lyase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	SP	0.6421	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_207780509	223996	XylB	Sugar_(pentulose_or_hexulose)_kinase_[Carbohydrate_transport_and_metabolism].	33.797	7.22e-131	386	COG1070	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10560509	25.143	2.09e-19	90.5	Essential	55010.9	6.2294	0.407	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	xylulokinase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.523701	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_207780511	223866	LptF	Lipopolysaccharide_export_LptBFGC_system,_permease_protein_LptF_[Cell_wall/membrane/envelope_biogenesis,_Cell_motility].	35.18	5.76e-70	220	COG0795	MN	M	ECFCAC	Cell_wall/membrane/envelope_biogenesis	TM	4	0	3	0	6	0	DEG10550458	30.259	4.32e-32	123	Essential	39961.13	9.7894	0.192	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	LPS_export_ABC_transporter_permease_LptF_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.492986	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	2 or more Alpha helix Transmembrane Steps
WP_207780515	-	-	-	-	-	-	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	49782.01	7.3696	0.175	< 8	< 50 kDa	VFG051486(gb|WP_003140107.1)	46.405	3.28e-31	127	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.679494	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_207780516	224610	DltB	D-alanyl-lipoteichoic_acid_acyltransferase_DltB,_MBOAT_superfamily_[Cell_wall/membrane/envelope_biogenesis].	36.517	4.94e-64	208	COG1696	M	M	ECFCAC	Cell_wall/membrane/envelope_biogenesis	TM	5	0	5	0	9	0	DEG10610250	29.286	1.11e-30	120	Essential	47267.18	9.6065	0.176	> 8	< 50 kDa	VFG014853(gb|WP_011332552)	31.921	3.53e-45	163	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MBOAT_family_O-acyltransferase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.562925	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	2 or more Alpha helix Transmembrane Steps
WP_207780517	-	-	-	-	-	-	-	-	-	-	-	TM	2	0	1	0	2	0	-	-	-	-	Non Essential	9916.83	7.5723	0.272	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.350121	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	2 or more Alpha helix Transmembrane Steps
WP_207780519	223999	FrsA	Fermentation-respiration_switch_protein_FrsA,_has_esterase_activity,_DUF1100_family_[Signal_transduction_mechanisms].	26.301	5.58e-45	154	COG1073	T	T	FCFCAC	Signal_transduction_mechanisms	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	41217.93	6.7019	0.217	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	alpha/beta_hydrolase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	SP	0.622635	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_207780522	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	4757.3	4.1015	0.642	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_GpE_family_phage_tail_protein_[Pasteurellaceae]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	-	Unknown	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_207780525	225462	YwnB	Putative_NADH-flavin_reductase__[General_function_prediction_only].	52.804	1.28e-90	262	COG2910	R	R	E0E0E0	General_function_prediction_only	GLOB	1	0	0	0	0	0	DEG10470452	43.81	2.32e-53	169	Essential	22739.81	4.9201	0.636	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	NAD(P)-dependent_oxidoreductase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.384747	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_222593578	223999	FrsA	Fermentation-respiration_switch_protein_FrsA,_has_esterase_activity,_DUF1100_family_[Signal_transduction_mechanisms].	27.419	1.88e-28	108	COG1073	T	T	FCFCAC	Signal_transduction_mechanisms	GLOB	1	0	0	0	0	0	DEG10350463	30.147	5.35e-07	50.1	Essential	32707.77	4.8615	0.568	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	alpha/beta_hydrolase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.647223	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_222593582	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	DEG10600436	58.209	1.99e-51	159	Essential	15383.58	10.4283	0.352	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	M15_family_metallopeptidase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.409898	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_222593583	-	-	-	-	-	-	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	10504.84	4.0871	0.976	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	SP	0.513137	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_222593594	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	18701.72	9.2095	0.224	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	class_I_SAM-dependent_methyltransferase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.493164	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_222593601	-	-	-	-	-	-	-	-	-	-	-	GLOB	0	0	1	0	0	0	-	-	-	-	Non Essential	16479.69	4.7796	0.428	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	phage_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.564138	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_222593606	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	13844.78	9.433	0.221	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.554193	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_222593607	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	5587.72	11.109	0.979	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	-	Unknown	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_222593608	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	19486.04	8.0785	0.283	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.369614	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_222593610	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	23830.35	6.6359	0.375	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.363032	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_222593612	-	-	-	-	-	-	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	24241.14	6.482	0.291	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	LIPO	0.418956	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Lipoprotein
WP_222593613	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	15360.84	5.0008	0.646	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.348237	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_222593614	-	-	-	-	-	-	-	-	-	-	-	TM	2	0	1	0	2	0	-	-	-	-	Non Essential	10703.63	9.282	0.449	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.289707	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	2 or more Alpha helix Transmembrane Steps
WP_222593615	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	DEG10330258	31.313	1.5e-09	52.4	Essential	13834.33	5.1402	0.648	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.250857	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_222593652	-	-	-	-	-	-	-	-	-	-	-	BETA	0	7	6	12	0	1	-	-	-	-	Non Essential	48848.77	6.6714	0.349	< 8	< 50 kDa	VFG049435(gb|WP_013650593)	26.347	6.29e-23	101	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	autotransporter_outer_membrane_beta-barrel_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	SP	0.337697	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Beta Barrel
WP_222593692	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	47365.55	10.4292	0.351	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	integrase_arm-type_DNA-binding_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.356655	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_222593693	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	35908.38	4.3857	0.761	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	OuterMembrane	Exposed	OTHER	0.3266	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_222593694	225848	AlpA	Predicted_DNA-binding_transcriptional_regulator_AlpA_[Transcription,_Mobilome:_prophages,_transposons].	30.769	8.69e-14	57	COG3311	KX	K	FCDCEC	Transcription	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	8201.25	10.014	0.132	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	AlpA_family_phage_regulatory_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.5202	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_222593709	224937	RelE	mRNA-degrading_endonuclease_RelE,_toxin_component_of_the_RelBE_toxin-antitoxin_system_[Defense_mechanisms].	30.952	3.76e-12	53.8	COG2026	V	V	FCFCBC	Defense_mechanisms	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	10613.42	10.338	0.675	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	type_II_toxin-antitoxin_system_RelE/ParE_family_toxin_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.257421	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_222593710	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	15009.93	4.3423	0.865	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	helix-turn-helix_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.463129	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_222593716	226201	COG3676	Transposase_and_inactivated_derivatives__[Mobilome:_prophages,_transposons].	32.484	4.93e-35	117	COG3676	X	X	9CFC9C	Mobilome:_prophages,_transposons	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	25356.46	10.2932	0.495	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	IS1595_family_transposase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.348315	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_222593787	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	7154.09	4.8331	0.83	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.482547	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_222593810	-	-	-	-	-	-	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	41535.46	9.0915	0.115	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	fimbrial_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	SP	0.867967	Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_222593814	-	-	-	-	-	-	-	-	-	-	-	BETA	0	9	8	16	0	1	-	-	-	-	Non Essential	45670.36	9.661	0.113	> 8	< 50 kDa	VFG000336(gb|WP_005694426)	26.111	3.13e-07	52	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	porin_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	OuterMembrane	Exposed	OTHER	0.675124	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Beta Barrel
WP_222593831	-	-	-	-	-	-	-	-	-	-	-	TM	1	0	1	0	1	0	-	-	-	-	Non Essential	5617.68	9.1345	0.263	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.570211	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	1 Alpha helix Transmembrane Step
WP_223810347	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	24808.77	10.2749	0.33	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	nucleoid_occlusion_factor_SlmA_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.273939	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_223810371	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	20345.38	5.8087	0.275	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	nucleoside_triphosphate_pyrophosphohydrolase_family_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.576666	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537635	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	48894.37	4.8637	0.656	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	AAA_family_ATPase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.455805	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537637	-	-	-	-	-	-	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	44126.23	9.342	0.132	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	fimbrial_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	SP	0.662809	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537641	223690	PcnB	tRNA_nucleotidyltransferase/poly(A)_polymerase_[Translation,_ribosomal_structure_and_biogenesis].	36.675	2.82e-131	382	COG0617	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10620011	30.472	7.12e-28	113	Essential	50776.17	9.7825	0.302	> 8	50-100 kDa	-	-	-	-	Non Virulence Factor	XP_015148694.1	34.348	1.57e-22	100	Gallus gallus	Host Homologue	polynucleotide_adenylyltransferase_PcnB_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.251556	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537643	226739	COG4289	Uncharacterized_protein_[Function_unknown].	27.854	3.18e-81	257	COG4289	S	S	CCCCCC	Function_unknown	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	58171.66	8.8476	0.302	> 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DUF2264_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.468369	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537645	223539	WcaA	Glycosyltransferase_involved_in_cell_wall_bisynthesis_[Cell_wall/membrane/envelope_biogenesis].	33.01	6.19e-20	87.1	COG0463	M	M	ECFCAC	Cell_wall/membrane/envelope_biogenesis	GLOB	1	0	0	0	0	0	DEG10400272	31.667	9.34e-07	50.4	Essential	57583.21	10.3404	0.288	> 8	50-100 kDa	VFG001940(gb|YP_002344532)	28.846	8.71e-07	50.4	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	glycosyltransferase_family_2_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.277352	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537649	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	45172.5	5.1932	0.499	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	ribonucleoside-triphosphate_reductase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.586198	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537650	223635	Cof	Hydroxymethylpyrimidine_pyrophosphatase_and_other_HAD_family_phosphatases_[Coenzyme_transport_and_metabolism,_General_function_prediction_only].	29.008	5.24e-67	206	COG0561	HR	H	DCDCFC	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10680202	26.718	1.21e-08	54.3	Essential	30771.48	6.6104	0.425	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	Cof-type_HAD-IIB_family_hydrolase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.430206	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537653	-	-	-	-	-	-	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	10901.8	8.3254	0.082	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_hypothetical_protein_[Pasteurellaceae]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	SP	0.525314	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537654	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	14736.8	8.455	0.15	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_replication_initiation_protein_[Pasteurellaceae]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.417316	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_226537657	-	-	-	-	-	-	-	-	-	-	-	BETA	0	5	4	8	0	1	-	-	-	-	Non Essential	21014.51	4.6583	0.129	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	outer_membrane_beta-barrel_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	OuterMembrane	Exposed	OTHER	0.791981	Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Beta Barrel
WP_226537658	223801	TamA	Outer_membrane_translocation_and_assembly_module_TamA_[Cell_wall/membrane/envelope_biogenesis].	41.84	0	556	COG0729	M	M	ECFCAC	Cell_wall/membrane/envelope_biogenesis	BETA	0	9	8	16	0	1	DEG10130282	34.286	4.65e-52	191	Essential	64912.53	9.3323	0.194	> 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	autotransporter_assembly_complex_family_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	OuterMembrane	Exposed	OTHER	0.407223	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Beta Barrel
