ID	Host	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host_Homologue_Result_All	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	COG_ID	COG_categories	COG	General_Functional_Category	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Description	Strain	Mean_Schneider_Entropy	Strain_count	Cluster_Number	Conservation	Conservation_Results	SubcellularLocalization	Bacteria	Genus	Gram_Stain	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult
AgProtect_1024	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	VFG022310(gb|WP_011740945)	50.262	3.45E-24	103	Probable Virulence Factor	COG5651	S	S	POORLY_CHARACTERIZED	Function_unknown	GLOB	0	0	1	0	0	0	DEG10270339	52.98	1.41E-32	126	Essential	39068.65	4.3361	0.216	< 8	< 50 kDa	|tr|I6X6H8|I6X6H8_MYCTU_PPE_family_protein_PPE52_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=PPE52_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_1026	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	VFG010300(gb|WP_011891013)	25.714	2.14E-26	107	Probable Virulence Factor	COG1463	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	TM	1	0	1	0	1	0	-	-	-	-	Non Essential	36880.28	7.8872	0.181	< 8	< 50 kDa	|tr|I6X7G8|I6X7G8_MYCTU_Mce-family_protein_Mce4B_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=mce4B_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_1027	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG2968	R	R	POORLY_CHARACTERIZED	General_function_prediction_only	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	24836.8	5.6392	0.318	< 8	< 50 kDa	|tr|I6X7X3|I6X7X3_MYCTU_Probable_conserved_lipoprotein_LpqG_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=lpqG_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Periplasmic	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Inside the cell	LIPO	-	Unknown	ANTIGEN
AgProtect_1029	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	NP_001273906.1;XP_063105991.1;NP_000681.2;XP_005572335.4;XP_002808038.3;XP_016779748.1;NP_001038076.1	35.27;36.59;36.875;37.931;38.147;36.875;36.667	1.23e-91;4.34e-89;3.77e-90;7.9e-90;4.88e-90;3.68e-90;5.24e-88	289;283;286;286;286;286;280	Host Homologue	-	-	-	-	Non Virulence Factor	COG1012	I	I	METABOLISM	Lipid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10530480	31.237	9.28E-42	154	Essential	51183.9	4.6954	0.502	< 8	50-100 kDa	|tr|I6X9R9|I6X9R9_MYCTU_Probable_aldehyde_dehydrogenase_NAD_dependent_AldA_(Aldehyde_dehydrogenase_[NAD+])_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=aldA_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_103	Homo_sapiens	NP_038470.1	48.958	3.04E-89	272	Host Homologue	-	-	-	-	Non Virulence Factor	COG0330	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	TM	1	0	1	0	1	0	DEG10470185	37.621	4.83E-63	201	Essential	34505.55	5.5159	0.542	< 8	< 50 kDa	NP_274245.1_hypothetical_protein_NMB1220_[Neisseria_meningitidis_MC58]	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Neisseria_meningitidis	Neisseria	Negative	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_1030	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	XP_038431726.1;XP_063081936.1;NP_038347.2;XP_065378491.1;XP_028684464.1;XP_063664455.1;XP_020927758.1	26.404;26.577;27.481;27.099;27.099;27.29;28.053	9.31e-42;3.3e-43;3.52e-42;7.25e-42;5.1e-42;9.08e-42;6.49e-40	158;162;160;159;159;159;153	Host Homologue	VFG016302(gb|WP_003159952)	25.44	4.64E-34	134	Probable Virulence Factor	COG0405	E	E	METABOLISM	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10270138	100	0	1047	Essential	54592.95	6.3845	0.28	< 8	50-100 kDa	|tr|I6X9S5|I6X9S5_MYCTU_Glutathione_hydrolase_proenzyme_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=ggtA_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Periplasmic	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_1033	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	VFG023519(gb|WP_013828830)	58.491	0.00000000424	54.3	Probable Virulence Factor	-	-	-	-	-	GLOB	0	0	1	0	0	0	DEG10250685	56.8	7.15E-23	103	Essential	57217.91	3.7934	0.0610000000000001	< 8	50-100 kDa	|tr|I6XEF1|I6XEF1_MYCTU_PE-PGRS_family_protein_PE_PGRS42_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=PE_PGRS42_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Extracellular	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Exposed	OTHER	-	Unknown	ANTIGEN
AgProtect_1037	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG4257	V	V	CELLULAR_PROCESSES_AND_SIGNALING	Defense_mechanisms	GLOB	0	0	1	0	0	0	DEG10270551	99.722	0	719	Essential	42538.62	6.6857	0.099	< 8	< 50 kDa	|sp|I6XFZ8|Y3035_MYCTU_Protein_Rv3035_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=Rv3035_PE=1_SV=2	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_104	Homo_sapiens	-	-	-	-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG4380	S	S	POORLY_CHARACTERIZED	Function_unknown	SP	0	0	1	0	0	1	DEG10300005	48.765	2.03E-46	150	Essential	22930.9	6.2373	0.169	< 8	< 50 kDa	NP_274189.1_hypothetical_protein_NMB1162_[Neisseria_meningitidis_MC58]	Experimental_Antigens	0	95	0	1	-	Unknown	Neisseria_meningitidis	Neisseria	Negative	Unknown	LIPO	-	Unknown	ANTIGEN
AgProtect_1042	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG2133	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	SP	0	0	1	0	0	1	DEG10270543	100	0	745	Essential	38752.13	4.6321	0.24	< 8	< 50 kDa	|tr|I6Y293|I6Y293_MYCTU_Probable_conserved_lipoprotein_LppZ_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=lppZ_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Unknown	LIPO	-	Unknown	ANTIGEN
AgProtect_1044	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	VFG027803(gb|YP_007959478)	32.317	3.27E-39	144	Probable Virulence Factor	COG1463	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	43174.32	6.3524	0.237	< 8	< 50 kDa	|tr|I6Y461|I6Y461_MYCTU_Possible_Mce-family_lipoprotein_LprL_(Mce-family_lipoprotein_Mce2E)_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=lprL_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Unknown	SP	-	Unknown	ANTIGEN
AgProtect_1045	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG4965	W	W	CELLULAR_PROCESSES_AND_SIGNALING	Extracellular_structures	TM	3	0	3	0	5	0	DEG10100577	100	1.26E-178	491	Essential	27632.68	12.0945	0.398	> 8	< 50 kDa	|tr|I6Y479|I6Y479_MYCTU_Probable_conserved_transmembrane_protein_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=Rv3658c_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_1046	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG4427	S	S	POORLY_CHARACTERIZED	Function_unknown	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	38130.35	6.6874	0.396	< 8	< 50 kDa	|tr|I6Y4G1|I6Y4G1_MYCTU_DUF2332_domain-containing_protein_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=Rv0690c_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_1048	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	XP_038427463.1;XP_063104723.1;NP_001352542.1;XP_045232564.2;XP_014975918.2;XP_063659192.1;XP_020933695.1	27.746;27.256;28.955;25.796;25.616;29.787;28.313	2.55e-12;5.87e-12;2.56e-14;3.79e-17;3.24e-15;9.72e-19;1.68e-16	75.1;73.9;82.8;91.7;84.7;97.1;89	Host Homologue	VFG024659(gb|WP_014942098)	39.198	3.56E-22	102	Probable Virulence Factor	COG3210	U	U	CELLULAR_PROCESSES_AND_SIGNALING	Intracellular_trafficking,_secretion,_and_vesicular_transport	GLOB	0	0	1	0	0	0	DEG10270592	58.779	1.15E-20	100	Essential	326901.74	3.9299	0.044	< 8	> 100 kDa	|tr|I6Y7L4|I6Y7L4_MYCTU_PPE_family_protein_PPE8_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=PPE8_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_1049	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	VFG023519(gb|WP_013828830)	55.172	3.51E-15	65.1	Probable Virulence Factor	-	-	-	-	-	GLOB	0	0	1	0	0	0	DEG10270627	43.617	0.00000000601	50.8	Essential	9917.44	8.0679	0.341	> 8	< 50 kDa	|tr|I6Y936|I6Y936_MYCTU_PE_family_protein_PE7_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=PE7_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_105	Homo_sapiens	-	-	-	-	Non Host Homologue	VFG042386(gb|AAC44560)	31.18	1.13E-21	100	Probable Virulence Factor	COG5295	UW	U	CELLULAR_PROCESSES_AND_SIGNALING	Intracellular_trafficking,_secretion,_and_vesicular_transport	BETA	0	3	2	4	0	1	-	-	-	-	Non Essential	62111.86	5.9672	0.156	< 8	50-100 kDa	NP_274028.1_adhesin_[Neisseria_meningitidis_MC58]	Experimental_Antigens	0	95	0	1	-	Unknown	Neisseria_meningitidis	Neisseria	Negative	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_1051	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG1938	R	R	POORLY_CHARACTERIZED	General_function_prediction_only	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	35519.79	4.4383	0.885	< 8	< 50 kDa	|tr|I6YA29|I6YA29_MYCTU_Conserved_alanine_and_leucine_rich_protein_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=Rv2714_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_1052	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG1388	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	TM	1	0	1	0	1	0	-	-	-	-	Non Essential	17323.82	12.1339	0.085	> 8	< 50 kDa	|sp|I6YA32|CHIZ_MYCTU_Cell_wall_hydrolase_ChiZ_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=chiZ_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_1053	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG1233	Q	Q	METABOLISM	Secondary_metabolites_biosynthesis,_transport_and_catabolism	GLOB	1	0	0	0	0	0	DEG10250273	42.241	1.98E-113	342	Essential	50937.47	8.7184	0.229	> 8	50-100 kDa	|tr|I6YAU3|I6YAU3_MYCTU_Possible_alanine_rich_dehydrogenase_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=Rv2997_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_1055	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	VFG009944(gb|WP_010908975)	30.483	3.11E-39	145	Probable Virulence Factor	COG1463	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	TM	1	0	1	0	1	0	-	-	-	-	Non Essential	42418.33	7.8462	0.137	< 8	< 50 kDa	|tr|I6YC99|I6YC99_MYCTU_Mce-family_protein_Mce4A_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=mce4A_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_106	Homo_sapiens	-	-	-	-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG2821	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	DEG10050051	34.762	2.03E-24	102	Essential	48007.66	10.0139	0.093	> 8	< 50 kDa	NP_273099.1_membrane-bound_lytic_murein_transglycosylase_A_[Neisseria_meningitidis_MC58]	Experimental_Antigens	0	95	0	1	-	OuterMembrane	Neisseria_meningitidis	Neisseria	Negative	Exposed	LIPO	-	Unknown	ANTIGEN
AgProtect_1062	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	VFG010018(gb|WP_011777460)	26.421	5.12E-24	100	Probable Virulence Factor	COG1463	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	TM	1	0	1	0	1	0	-	-	-	-	Non Essential	38150.47	9.4263	0.126	> 8	< 50 kDa	|tr|I6YGB1|I6YGB1_MYCTU_Mce-family_protein_Mce4C_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=mce4C_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	NON-ANTIGEN
AgProtect_1066	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG0714	R	R	POORLY_CHARACTERIZED	General_function_prediction_only	GLOB	1	0	0	0	0	0	DEG10450256	41.64	4.88E-68	216	Essential	37936.43	5.4236	0.37	< 8	< 50 kDa	|tr|I6YGX9|I6YGX9_MYCTU_Probable_methanol_dehydrogenase_transcriptional_regulatory_protein_MoxR2_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=moxR2_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_1067	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	VFG023519(gb|WP_013828830)	62.069	0.00000000963	53.1	Probable Virulence Factor	-	-	-	-	-	GLOB	0	0	1	0	0	0	DEG10270026	59.864	2.25E-24	106	Essential	49057.59	4.3478	0.11	< 8	< 50 kDa	sp|Q6MX50|PG05_MYCTU_PE-PGRS_family_protein_PE_PGRS5_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=PE_PGRS5_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Extracellular	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Exposed	OTHER	-	Unknown	ANTIGEN
AgProtect_107	Homo_sapiens	-	-	-	-	Non Host Homologue	VFG036484(gb|WP_013449501)	33.784	1.22E-27	103	Probable Virulence Factor	COG3637	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	BETA	0	5	4	8	0	1	DEG10550088	94.286	2.61E-102	291	Essential	18396.83	10.0159	0.093	> 8	< 50 kDa	NP_273705.1_outer_membrane_protein_[Neisseria_meningitidis_MC58]	Experimental_Antigens	0	95	0	1	-	OuterMembrane	Neisseria_meningitidis	Neisseria	Negative	Exposed	SP	-	Unknown	ANTIGEN
AgProtect_1070	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	XP_038404042.1;XP_005003579.1;XP_016880113.1;XP_065387291.1;XP_014974515.2;XP_054526931.1;XP_020921820.1	27.119;27.119;27.609;27.946;27.946;27.609;27.119	1.03e-09;1.16e-09;1.03e-08;3.24e-09;2.58e-09;1.27e-08;1.06e-09	61.6;61.6;59.7;60.5;60.5;58.9;61.6	Host Homologue	-	-	-	-	Non Virulence Factor	COG1793	L	L	INFORMATION_STORAGE_AND_PROCESSING	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10270166	30.952	6.51E-19	87.4	Essential	40159.7	7.0156	0.365	< 8	< 50 kDa	|sp|L0TDE1|LIGC_MYCTU_DNA_ligase_C_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=ligC_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_1071	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	VFG023519(gb|WP_013828830)	87.356	1.57E-29	101	Probable Virulence Factor	-	-	-	-	-	GLOB	0	0	1	0	0	0	DEG10250685	53.75	8.9E-12	58.9	Essential	9551.57	3.9849	0.693	< 8	< 50 kDa	|tr|L7N649|L7N649_MYCTU_PE_family_protein_PE18_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=PE18_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Periplasmic	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_1073	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	VFG031576(gb|WP_015290025)	33.246	5.36E-30	124	Probable Virulence Factor	-	-	-	-	-	GLOB	0	0	1	0	0	0	DEG10270048	55	0.000000112	53.9	Essential	51821.36	4.1801	0.4	< 8	50-100 kDa	|sp|L7N680|PG62_MYCTU_PE-PGRS_family_protein_PE_PGRS62_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=PE_PGRS62_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_1075	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	VFG008997(gb|WP_011725130)	42.391	0.00000000121	54.7	Probable Virulence Factor	-	-	-	-	-	GLOB	0	0	1	0	0	0	DEG10270156	57.983	1.03E-27	112	Essential	31002.16	4.3296	0.291	< 8	< 50 kDa	|tr|L7N693|L7N693_MYCTU_PE_family_protein_PE12_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=PE12_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_1076	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	VFG022077(gb|WP_011777735)	71.569	2.06E-30	103	Probable Virulence Factor	-	-	-	-	-	GLOB	0	0	1	0	0	0	DEG10100025	100	1.21E-62	184	Essential	9565.74	4.192	0.669	< 8	< 50 kDa	|sp|L7N695|PE05_MYCTU_PE_family_immunomodulator_PE5_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=PE5_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
